@relation data_180

@attribute site numeric
@attribute block numeric
@attribute rep {1,2}
@attribute ozone numeric
@attribute rain numeric
@attribute fam numeric
@attribute ppmhrs numeric
@attribute vwpH numeric
@attribute biomass numeric
@attribute diam numeric
@attribute DMA numeric
@attribute DMB numeric
@attribute D2HA numeric
@attribute D2HB numeric
@attribute binaryClass {P,N}

@data
6,1,1,2.5,2,4,578.63,0.043,687.38,30.55,0.89,0.78,6.13,4.08,N
6,1,1,2.5,3,1,576.68,-0.961,576.16,32.85,0.08,-0.46,-0.89,-3.71,N
6,1,1,2.5,3,2,576.68,-0.961,1016.12,37.7,0.08,1.44,-0.89,8.71,N
6,1,1,2.5,3,3,576.68,-0.961,361.65,32.25,0.08,-0.76,-0.89,-4.96,N
6,1,1,2.5,3,4,576.68,-0.961,793.86,34.1,0.08,-0.21,-0.89,-0.04,N
6,1,2,0,1,1,40.49,1.076,775.39,37.8,0.12,-0.55,-0.31,-5.28,N
6,1,2,0,1,2,40.49,1.076,984.32,39.95,0.12,-0.1,-0.31,-1.29,N
6,1,2,0,1,3,40.49,1.076,810.2,37.35,0.12,1.25,-0.31,9.1,N
6,1,2,0,1,4,40.49,1.076,694.06,35.8,0.12,-0.6,-0.31,-2.52,N
6,1,2,0,2,1,42.48,0.043,714.44,32.85,-0.71,0.97,-4.21,5.56,N
6,1,2,0,2,2,42.48,0.043,403.76,26.2,-0.71,-0.28,-4.21,-1.49,N
6,1,2,0,2,3,42.48,0.043,510.93,32.6,-0.71,-0.03,-4.21,-1.73,N
6,1,2,0,2,4,42.48,0.043,540.79,30.55,-0.71,-0.68,-4.21,-2.34,N
6,1,2,0,3,1,45.26,-0.961,631.21,33.8,-0.05,-0.39,0.66,-2.9,N
6,1,2,0,3,2,45.26,-0.961,1117.36,42.8,-0.05,0.26,0.66,-1.18,N
6,1,2,0,3,3,45.26,-0.961,1109.9,46.25,-0.05,1.16,0.66,10.54,N
6,1,2,0,3,4,45.26,-0.961,340.31,27.55,-0.05,-1.04,0.66,-6.46,N
6,1,2,1,1,1,224.48,1.076,556.29,30.3,-0.41,-0.68,-1.66,-4.67,N
6,1,2,1,1,2,224.48,1.076,765.08,34.35,-0.41,0.08,-1.66,-0.82,N
6,1,2,1,1,3,224.48,1.076,731.89,34.35,-0.41,-0.53,-1.66,-5.12,N
6,1,2,1,1,4,224.48,1.076,816.09,32.15,-0.41,1.12,-1.66,10.61,N
6,1,2,1,2,1,226.81,0.043,807.01,34.6,0.48,1.89,3.78,16.72,N
6,1,2,1,2,2,226.81,0.043,1104.91,44.1,0.48,0.19,3.78,-3.02,N
6,1,2,1,2,3,226.81,0.043,797.74,39.5,0.48,-1.81,3.78,-12,N
6,1,2,1,2,4,226.81,0.043,781.43,31.4,0.48,-0.26,3.78,-1.71,N
6,1,2,1,3,1,219.49,-0.961,1507.45,45.25,-0.26,0.68,-2.82,4.37,N
6,1,2,1,3,2,219.49,-0.961,1331.31,44,-0.26,-0.97,-2.82,-4.64,N
6,1,2,1,3,3,219.49,-0.961,920.27,39.45,-0.26,-0.13,-2.82,-2.4,N
6,1,2,1,3,4,219.49,-0.961,1139.04,39.95,-0.26,0.42,-2.82,2.66,N
6,1,2,1.7,1,1,397.73,1.076,613.48,31.85,-0.12,0.89,1.65,2.87,N
6,1,2,1.7,1,2,397.73,1.076,1076.99,41.85,-0.12,0.99,1.65,4.45,N
6,1,2,1.7,1,3,397.73,1.076,678.97,30.7,-0.12,0.14,1.65,2.5,N
6,1,2,1.7,1,4,397.73,1.076,857.04,37.25,-0.12,-2.01,1.65,-9.83,N
6,1,2,1.7,2,1,398.58,0.043,698.13,33.5,-0.01,-0.33,-1.59,-2.46,N
6,1,2,1.7,2,2,398.58,0.043,567.12,30.5,-0.01,0.57,-1.59,4.23,N
6,1,2,1.7,2,3,398.58,0.043,500.28,30,-0.01,-0.47,-1.59,-3.86,N
6,1,2,1.7,2,4,398.58,0.043,894.68,33.75,-0.01,0.23,-1.59,2.09,N
6,1,2,1.7,3,1,400.02,-0.961,675.63,35.55,-0.62,-0.01,-2.87,-0.3,N
6,1,2,1.7,3,2,400.02,-0.961,885.88,34.15,-0.62,-0.36,-2.87,-3.01,N
6,1,2,1.7,3,3,400.02,-0.961,722.42,36.45,-0.62,-0.16,-2.87,-0.72,N
6,1,2,1.7,3,4,400.02,-0.961,673.61,34.55,-0.62,0.54,-2.87,4.02,N
6,1,2,2.5,1,1,578.29,1.076,371.71,29.6,0.05,1.36,-0.4,5.19,N
6,1,2,2.5,1,2,578.29,1.076,662.62,33.65,0.05,-0.19,-0.4,-0.69,N
6,1,2,2.5,1,3,578.29,1.076,371,31.6,0.05,-1.29,-0.4,-7.09,N
6,1,2,2.5,1,4,578.29,1.076,603.06,35.25,0.05,0.11,-0.4,2.59,N
6,1,2,2.5,2,1,581.11,0.043,357.8,24.4,1.35,-0.64,9.74,-6.86,N
6,1,2,2.5,2,2,581.11,0.043,868.05,37.95,1.35,-0.39,9.74,-5.52,N
6,1,2,2.5,2,3,581.11,0.043,877.29,36.6,1.35,0.66,9.74,7.39,N
6,1,2,2.5,2,4,581.11,0.043,580.39,27.45,1.35,0.36,9.74,4.99,N
6,1,2,2.5,3,1,579.04,-0.961,172.88,18.85,-0.01,1.12,1,9.79,N
6,1,2,2.5,3,2,579.04,-0.961,402.64,26.15,-0.01,-0.68,1,-4.62,N
6,1,2,2.5,3,3,579.04,-0.961,397.54,29.75,-0.01,-0.47,1,-4.48,N
6,1,2,2.5,3,4,579.04,-0.961,415.67,28.15,-0.01,0.03,1,-0.69,N
