dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
146,4.1810927,-2.672702,-0.41825342,4.304745,1.8721653,3.4327343,-2.6906972,-2.3771052,-5.7226095,4.1313095,-1.4132947,-4.809329,-0.64488506,0.96596545,-3.203694,1.519473,-3.0612059,5.301182,0.72180593,3.9590774,5.451652,6.2185426,-1.9856383,-1.8878927,-3.3371391,6.645461,-3.865003,5.9901,6.0334635,2.5665977,5.746821,-2.9533758
148,2.781598,-1.838823,-0.02061345,3.1499102,0.8431074,2.5148916,-1.6663582,-1.9041674,-3.7382412,2.6812186,-1.367277,-3.815658,-0.68197477,0.38990393,-2.2330503,1.3197507,-2.2104228,3.822857,0.25438225,2.5027757,3.4332066,4.4226046,-1.3862782,-1.6386782,-2.0694757,4.8625784,-3.3278766,4.411495,4.3430443,1.7808119,4.156534,-2.2291827
149,9.584143,-5.810794,-2.3769667,9.744201,4.1453,8.637908,-6.4976516,-6.380165,-13.7285385,10.341301,-4.942014,-11.969856,-1.6533922,0.7462357,-6.9865713,3.2219646,-8.091364,13.49391,0.84851044,10.163589,12.939113,14.441393,-4.9306993,-6.106921,-8.481651,16.222765,-9.466813,15.525892,14.626692,4.1984386,13.896111,-6.277011
150,57.56241,-33.89091,-18.528442,56.176624,27.76472,51.452995,-40.391632,-37.297997,-83.90627,64.17276,-29.246618,-68.75173,-8.424589,3.6871266,-40.34418,16.534735,-49.05752,81.084595,5.306445,63.83396,79.987625,84.667305,-29.854614,-36.937584,-53.623066,95.6735,-52.03607,92.80177,86.60358,21.693163,82.10572,-34.715195
151,2.8790007,-1.9294627,-0.033275492,3.2611287,0.86156833,2.5966003,-1.6733081,-1.9227521,-3.8657417,2.7525563,-1.4161918,-3.9596953,-0.7466444,0.36474928,-2.257959,1.3895129,-2.2513223,3.963873,0.21726839,2.5307534,3.520577,4.5779467,-1.4531008,-1.6865513,-2.11224,5.02232,-3.4478347,4.529687,4.5028176,1.7842058,4.2864347,-2.3234496
152,773.9238,-454.6215,-256.1118,749.2263,382.01535,687.85114,-543.2883,-492.76645,-1129.4006,865.6095,-385.66782,-911.88885,-110.58205,49.561478,-535.4481,215.61926,-655.52106,1085.8988,72.1951,860.2106,1079.6254,1130.4109,-402.04376,-492.06177,-725.7735,1276.7919,-682.9549,1237.1709,1157.5271,284.4894,1096.7356,-459.42902
153,517.55023,-303.83646,-171.62695,501.29965,254.85587,460.65894,-363.78696,-330.87378,-755.6368,579.1697,-259.30536,-611.1305,-73.88929,32.71727,-358.76102,144.3989,-439.41708,727.1217,48.14155,575.99316,722.0803,756.7526,-268.8714,-330.1552,-485.49,855.0848,-458.17587,829.31024,775.00024,190.17667,734.34283,-307.48624
154,96393.51,-56627.086,-31914.994,93322.516,47606.094,85693.28,-67649.15,-61343.645,-140676.53,107834.46,-48025.383,-113594.0,-13781.18,6109.6357,-66644.03,26842.975,-81657.266,135272.08,8967.709,107147.83,134496.05,140796.84,-50099.477,-61313.426,-90424.6,159031.6,-85060.86,154063.17,144180.45,35394.31,136597.61,-57207.062
155,164447.36,-96605.87,-54446.918,159208.11,81216.28,146192.67,-115409.23,-104651.64,-239993.97,183965.6,-81930.766,-193791.05,-23510.754,10422.846,-113694.27,45794.0,-139306.97,230773.92,15298.839,182794.0,229450.4,240199.05,-85469.8,-104600.414,-154264.38,271307.5,-145113.28,262830.97,245971.66,60382.555,233035.16,-97595.09
156,31.208445,-18.306536,-9.948305,30.485348,14.970721,27.873032,-22.071688,-20.44349,-45.4697,34.752983,-15.905508,-37.24819,-4.4777784,2.21874,-22.13116,8.986582,-26.648495,43.905148,3.0171704,34.663624,43.327965,45.948395,-16.123974,-19.944307,-29.014343,51.93983,-28.295355,50.463535,46.9335,12.003419,44.555496,-18.864445
158,58.927315,-34.619774,-19.276432,57.071705,28.947739,52.138172,-41.49399,-37.575066,-85.84352,65.661804,-29.218958,-69.04165,-8.436695,4.238095,-40.990868,16.508389,-49.64829,82.333084,5.635194,65.276054,81.9362,85.97552,-30.554892,-37.0747,-54.966908,97.07909,-51.78756,93.957085,87.916084,22.007113,83.40597,-35.074875
159,834.5698,-490.49194,-275.4605,808.05444,412.1329,741.35876,-585.2694,-530.40265,-1217.4291,932.97473,-414.82153,-982.7461,-119.47416,53.745056,-576.9943,232.71501,-706.03613,1170.2727,77.86122,926.6904,1163.9324,1218.692,-433.59653,-529.6737,-782.23444,1376.1259,-735.9653,1332.5234,1247.6991,307.1999,1182.1079,-495.60553
160,133.46562,-78.429924,-43.7063,129.24377,65.86483,118.20189,-93.627396,-84.61226,-194.4047,148.92819,-65.87701,-156.40689,-19.19129,9.101669,-92.26991,37.286816,-112.348694,186.54977,12.548765,147.77013,185.84995,194.59723,-69.38953,-84.02492,-124.80283,219.66377,-117.1474,212.27644,199.0289,49.430626,188.72052,-79.269264
161,268.0528,-157.50252,-88.257,259.5088,132.36269,237.84013,-188.0629,-170.24275,-390.83704,299.4986,-132.91316,-315.04608,-38.39404,17.659813,-185.34317,74.745285,-226.38403,375.439,25.11517,297.39484,373.66266,391.16962,-139.28415,-169.64871,-251.0782,441.67514,-235.92302,427.43613,400.34674,98.87364,379.4317,-159.1359
162,124.724365,-73.31475,-40.705044,120.7787,61.59713,110.33391,-87.40876,-78.85641,-181.55106,139.08678,-61.30126,-145.8808,-17.98837,8.60614,-86.10239,34.86102,-104.74205,174.10721,11.722941,137.88284,173.60808,181.70654,-64.890884,-78.25545,-116.55501,205.06348,-109.23024,197.92871,185.78436,46.241062,176.18777,-74.05965
163,149.59566,-87.874245,-49.267452,144.85939,73.71889,132.74612,-105.10918,-95.27462,-218.14694,167.0975,-74.382095,-175.89696,-21.403835,9.985773,-103.671646,41.76819,-126.44397,209.5646,14.067963,166.047,208.44739,218.40479,-77.681335,-94.734566,-140.02937,246.65654,-131.8164,238.85388,223.51909,55.304634,211.88284,-88.8867
164,62.21935,-36.523415,-20.368559,60.296917,30.536188,55.102997,-43.845657,-39.752045,-90.6446,69.36338,-30.92448,-72.97719,-8.9177265,4.4318438,-43.3116,17.441677,-52.479168,86.98081,5.936461,68.98377,86.53984,90.83296,-32.27531,-39.205303,-58.07366,102.58452,-54.776684,99.30731,92.87258,23.22827,88.1192,-37.053288
165,53.02775,-31.186062,-17.079916,51.350708,26.174469,46.67201,-37.194344,-33.39881,-77.027985,58.932903,-25.770615,-61.600414,-7.6665545,4.0357013,-36.682415,14.858658,-44.21676,73.65953,5.108582,58.381275,73.62783,77.10042,-27.547312,-32.853947,-49.348076,86.93562,-46.13275,83.72861,78.717606,19.931385,74.72362,-31.53056
166,9.377417,-5.638316,-1.8355007,9.4347725,4.7025557,7.8068,-6.370469,-5.2763457,-12.96198,9.789755,-3.3737214,-10.219816,-1.5274923,1.6099102,-6.7128806,2.9968076,-6.9150763,12.143753,1.2884749,9.432016,12.743623,13.31698,-4.7418795,-4.437214,-8.227362,14.855238,-7.9053793,13.476003,13.371994,4.6835527,12.76042,-6.074207
167,15.616644,-9.122873,-4.4703283,15.290982,7.6781335,13.51788,-11.001702,-9.749125,-22.342136,17.08187,-7.172431,-17.798422,-2.307775,1.6848049,-11.049712,4.520459,-12.653156,21.266151,1.727987,16.868221,21.500051,22.550476,-8.0104885,-9.08983,-14.32242,25.387772,-13.519061,24.19202,22.865604,6.4634337,21.803791,-9.474035
168,14.332736,-8.3596325,-4.0321703,14.071706,7.0310564,12.410364,-10.116205,-8.983982,-20.478405,15.660011,-6.5750237,-16.36993,-2.114777,1.5933425,-10.210466,4.176636,-11.614907,19.5136,1.6176302,15.47406,19.72749,20.711758,-7.330027,-8.313019,-13.132169,23.32481,-12.47676,22.233648,20.9916,6.0187263,20.02499,-8.733891
169,17.351982,-10.085989,-5.256917,16.96225,8.406229,15.241872,-12.362343,-11.210852,-25.050085,19.1854,-8.442702,-20.168163,-2.489272,1.6300989,-12.369449,4.967525,-14.450043,23.97122,1.8509836,19.087307,23.992743,25.306904,-8.928085,-10.578321,-16.058182,28.545603,-15.343465,27.512762,25.688053,6.964364,24.494265,-10.469812
170,16.64971,-9.667509,-5.023407,16.290178,8.050894,14.6319475,-11.87607,-10.788418,-24.029037,18.407137,-8.116603,-19.373753,-2.3862653,1.5751721,-11.898984,4.7762184,-13.877609,23.006596,1.7849715,18.32133,23.01772,24.295656,-8.560308,-10.154516,-15.406217,27.410168,-14.760135,26.429052,24.654446,6.7102385,23.51511,-10.057638
171,14.930498,-8.63762,-4.474694,14.647426,7.16876,13.152861,-10.703464,-9.7883415,-21.542286,16.511105,-7.358101,-17.457203,-2.1320567,1.4322968,-10.765911,4.3070536,-12.505809,20.667423,1.621892,16.477795,20.634832,21.840559,-7.6554003,-9.151285,-13.816861,24.66139,-13.358592,23.835629,22.1488,6.081465,21.143976,-9.052889
172,14.700445,-8.504342,-4.385037,14.424416,7.0620546,12.939692,-10.533837,-9.623831,-21.197964,16.248089,-7.2215843,-17.170412,-2.100756,1.4242605,-10.598906,4.243139,-12.294887,20.330885,1.6027939,16.207132,20.3114,21.493402,-7.536269,-8.986628,-13.5979595,24.264954,-13.1413145,23.437016,21.790413,6.0034647,20.804226,-8.91487
173,172564670.0,-101374570.0,-57134650.0,167066980.0,85225520.0,153409180.0,-121105880.0,-109817130.0,-251840600.0,193046500.0,-85974900.0,-203357120.0,-24671344.0,10936771.0,-119306050.0,48054330.0,-146183580.0,242165660.0,16053824.0,191817060.0,240776740.0,252055840.0,-89688970.0,-109763930.0,-161879360.0,284699870.0,-152276340.0,275804540.0,258113200.0,63362824.0,244538060.0,-102412380.0
174,45.697643,-26.72314,-15.1439,44.383717,22.156998,40.790092,-32.48748,-29.904287,-66.790924,51.1045,-23.42067,-54.293324,-6.449163,3.1080008,-32.249065,12.872459,-39.13086,64.380264,4.37516,51.109253,63.6334,67.11787,-23.62861,-29.374527,-42.743134,75.96263,-40.9757,74.04689,68.69307,17.095928,65.18593,-27.328068
175,157.1092,-92.29075,-51.666008,152.1454,77.462814,139.35545,-110.32515,-99.91903,-229.0286,175.46072,-77.95442,-184.57106,-22.520372,10.511078,-108.77226,43.870728,-132.6423,219.96219,14.753149,174.26855,218.8964,229.29367,-81.630875,-99.34121,-147.04526,258.91693,-138.29373,250.55705,234.61592,58.080914,222.41975,-93.33255
176,55.25125,-32.4207,-18.101734,53.56078,27.05715,48.975914,-38.984642,-35.426754,-80.524765,61.607502,-27.5793,-64.91136,-7.9008913,3.9304192,-38.54702,15.508705,-46.691994,77.31394,5.277264,61.312325,76.84161,80.72366,-28.64733,-34.897,-51.563313,91.19743,-48.766987,88.364456,82.545944,20.65028,78.32547,-32.92616
177,62.844707,-36.897274,-20.434322,60.922443,30.885809,55.574627,-44.1986,-39.969307,-91.44364,70.00697,-31.009533,-73.50436,-9.059654,4.5229936,-43.62332,17.636332,-52.803326,87.68092,5.978649,69.498856,87.37204,91.63203,-32.657413,-39.3836,-58.620476,103.44728,-55.1586,99.91417,93.62957,23.493614,88.85947,-37.40911
178,4.638375,-2.713722,-0.8701226,4.947218,1.6613982,4.4265065,-3.3358727,-3.6801486,-6.6208816,5.023973,-2.8047383,-6.3297076,-0.7879,0.35439733,-3.795184,1.7257115,-4.2749753,6.7661285,0.4956525,5.07863,6.2283077,7.3406267,-2.3341749,-3.2691035,-4.097367,8.342921,-5.3524666,8.166346,7.3565774,2.4114804,7.0746813,-3.2619183
179,347.42303,-204.02928,-115.056656,336.3906,171.25204,308.88007,-244.13907,-221.6914,-507.09686,388.58188,-173.55125,-409.6063,-49.58942,22.350412,-240.73088,96.861984,-294.53412,487.6407,32.46113,386.36722,484.57877,507.67657,-180.41742,-221.11165,-325.73163,573.5076,-306.927,556.005,519.85077,127.83445,492.60406,-206.34521
180,69.46025,-40.81556,-22.611649,67.28691,34.20495,61.401497,-48.791252,-44.07185,-101.09111,77.37984,-34.212334,-81.22395,-9.995071,4.9724436,-48.14733,19.458973,-58.34442,96.91774,6.605296,76.79106,96.58642,101.23133,-36.07763,-43.53483,-64.802414,114.25979,-60.888527,110.36519,103.474144,25.920528,98.16891,-41.308617
181,1404.9675,-825.3107,-465.08295,1360.1569,693.62683,1248.8857,-986.1551,-894.4354,-2050.3555,1571.5813,-700.1635,-1655.6213,-200.79645,89.53802,-971.76044,391.36407,-1190.1407,1971.5192,130.88478,1561.7023,1960.1217,2052.1755,-730.00793,-893.5161,-1317.7645,2317.9385,-1239.8958,2245.8777,2101.4497,516.1561,1991.0228,-833.945
182,39.334095,-23.066563,-12.749692,38.15463,19.240969,34.77908,-27.783981,-25.200323,-57.24353,43.781883,-19.50669,-46.04036,-5.6296983,2.969847,-27.497051,11.065375,-33.105633,54.87676,3.8211143,43.54447,54.63137,57.42169,-20.38753,-24.648191,-36.628242,64.83378,-34.624786,62.720856,58.639637,14.85145,55.686054,-23.469006
183,3.8719234,-3.3375633,1.316971,4.1280146,2.2421367,2.0049772,-0.7541978,0.49360657,-4.1139345,2.2421675,1.211506,-3.30648,-1.1893718,1.8175694,-2.201518,2.0143125,-0.80826616,3.284546,0.7683643,1.1890308,3.9715183,5.002915,-1.4315503,0.5264826,-1.7462466,4.310851,-2.5402603,2.0944018,4.5657344,3.6301885,3.8758354,-3.434876
184,75.40554,-44.475872,-24.11951,73.475815,36.670143,67.138504,-52.68519,-48.237007,-109.75868,83.96312,-37.67623,-89.4962,-11.062996,4.9479,-52.49398,21.551384,-63.821552,105.82526,6.9955244,83.30831,104.787155,110.55475,-39.133835,-47.92744,-70.23136,124.78601,-67.523575,120.66288,113.04808,28.417385,107.14785,-45.345493
185,2.3765519,-1.643074,0.1599462,2.7936444,0.6132733,2.1450014,-1.3057983,-1.5798291,-3.1124222,2.1770484,-1.1408702,-3.3582053,-0.69541395,0.34246275,-1.9027164,1.2637899,-1.7995142,3.2394109,0.16523567,1.9534429,2.8122647,3.8391178,-1.1917121,-1.3507404,-1.6312969,4.185702,-2.9988348,3.6889393,3.7455246,1.6210029,3.5778384,-2.0439768
186,5.407525,-3.1104727,-1.2263644,5.500931,2.2144413,5.005293,-3.9602935,-4.0898333,-7.8031273,5.9274855,-3.0250983,-6.989646,-0.68770015,0.5238673,-4.318323,1.7541796,-4.929673,7.729642,0.73601323,6.018854,7.382698,8.363878,-2.6631455,-3.629954,-4.902685,9.397646,-5.740361,9.264744,8.33639,2.703542,7.983457,-3.5530632
187,2.9574952,-1.9966962,-0.02830489,3.2197537,1.1022437,2.4983716,-1.7184601,-1.736738,-3.950224,2.7753582,-1.1140614,-3.7242413,-0.6208223,0.60707796,-2.3147159,1.3218147,-2.169054,3.8623066,0.38359034,2.548569,3.6738148,4.4960065,-1.4207639,-1.4300644,-2.1471858,4.8688607,-3.1379292,4.3216324,4.434413,1.9515575,4.194431,-2.2828102
188,51.60769,-30.282572,-16.966196,50.015812,25.244028,45.770763,-36.4609,-33.18014,-75.26354,57.55605,-25.862427,-60.705116,-7.3535967,3.6745858,-36.0736,14.480718,-43.695232,72.2806,4.9433355,57.33839,71.77391,75.44772,-26.728174,-32.678818,-48.1605,85.25325,-45.614685,82.709114,77.17454,19.287626,73.22304,-30.76424
189,7.1827536,-4.277766,-1.6613128,7.0423994,3.4656105,6.0870237,-5.0253286,-4.4306197,-10.208015,7.6837144,-3.033118,-8.146901,-0.9489733,1.1151729,-5.2524853,2.109824,-5.7094083,9.543333,1.0561216,7.5697126,9.751223,10.491332,-3.537331,-3.9528248,-6.3973265,11.522551,-6.2751956,10.915651,10.400145,3.4590733,9.944863,-4.486757
190,7.8530946,-4.6674,-1.5554935,7.9128785,3.7739017,6.699355,-5.4693427,-4.7957563,-10.96411,8.263538,-3.1672666,-8.956086,-1.1707408,1.2852734,-5.8598638,2.5071406,-6.1444716,10.398307,1.1769979,8.129025,10.697475,11.430652,-3.8738408,-4.0449405,-6.9444137,12.733162,-7.0785494,11.875731,11.432585,4.0393257,10.898325,-5.1608706
191,87.089264,-51.055733,-28.881924,84.4483,42.574543,77.56377,-61.513123,-56.21474,-127.18652,97.38372,-44.04354,-102.995766,-12.406609,5.722518,-60.808155,24.422247,-74.135635,122.4339,8.169935,97.05913,121.342224,127.54362,-45.18589,-55.6602,-81.52864,144.23178,-77.430374,140.1199,130.57578,32.22703,123.820496,-51.885475
192,23.833626,-13.906439,-7.695482,23.179394,11.530344,21.157255,-17.020952,-15.622769,-34.729603,26.540203,-12.072826,-28.14758,-3.334113,1.9064499,-16.989822,6.7406693,-20.280283,33.384544,2.4301226,26.563763,33.09381,34.963905,-12.242092,-15.089539,-22.186312,39.517895,-21.312992,38.495872,35.696323,9.200769,33.92678,-14.318072
193,23.975399,-13.996793,-7.7314367,23.30938,11.613714,21.262295,-17.107023,-15.675487,-34.92533,26.686798,-12.104563,-28.273203,-3.3581824,1.9299984,-17.068083,6.776684,-20.367382,33.553886,2.4455047,26.69575,33.28405,35.14781,-12.317345,-15.145633,-22.310106,39.71644,-21.39433,38.663055,35.88106,9.255213,34.101612,-14.396286
194,23.967228,-13.992006,-7.7287016,23.301449,11.609691,21.255009,-17.10128,-15.670248,-34.9134,26.677643,-12.100449,-28.263556,-3.356998,1.9295099,-17.06244,6.7743974,-20.360447,33.54241,2.4447773,26.686665,33.272655,35.135838,-12.313076,-15.1404085,-22.30245,39.70292,-21.387085,38.649986,35.86881,9.252249,34.090004,-14.391418
195,23.841946,-13.9112625,-7.6984,23.187513,11.534311,21.164862,-17.026915,-15.628436,-34.741867,26.549633,-12.077377,-28.157766,-3.3352768,1.9068094,-16.995731,6.74302,-20.287642,33.39651,2.4308374,26.573257,33.10547,34.976295,-12.246424,-15.095179,-22.194187,39.53196,-21.32073,38.50974,35.70906,9.203746,33.938843,-14.323056
196,9.377841,-5.545794,-2.2480752,9.253744,4.6043344,7.971762,-6.5494375,-5.6971426,-13.252153,10.038299,-3.931664,-10.545896,-1.3627474,1.3617133,-6.7769837,2.8025427,-7.3721986,12.490364,1.2654411,9.857385,12.80295,13.538058,-4.6939535,-5.0616636,-8.415442,15.074077,-8.117477,14.187834,13.588844,4.3700953,12.963249,-5.877551
197,4.041976,-2.902267,0.15327089,4.1854625,2.0651016,2.7509246,-1.9659154,-1.144306,-5.076546,3.4261558,-0.22562286,-3.84821,-0.8529905,1.3761837,-2.6676714,1.6390766,-1.9810728,4.280526,0.6840685,2.8530498,4.856985,5.601783,-1.9081771,-0.77539676,-2.6671448,5.528351,-2.9046457,4.072095,5.222851,2.8269253,4.8870354,-2.964366
198,18.165546,-10.612481,-5.487445,17.770683,8.7705345,16.022266,-12.788767,-11.713037,-26.24557,20.08187,-8.917604,-21.31554,-2.6228309,1.5203435,-12.850111,5.27229,-15.184064,25.24837,1.8009895,19.856941,25.065205,26.507242,-9.394443,-11.209593,-16.752886,29.921606,-16.223627,28.798466,26.972294,7.183037,25.665363,-10.937793
199,6.574275,-3.7212734,-1.7182176,6.7116585,2.677375,6.224991,-4.9061127,-5.1579337,-9.579101,7.3439994,-3.9601455,-8.688877,-0.8623865,0.4461452,-5.2772818,2.1126091,-6.1903853,9.625967,0.78806865,7.544921,9.076506,10.218138,-3.2769547,-4.685852,-6.093979,11.638034,-7.116172,11.631225,10.308199,3.080011,9.870568,-4.280762
200,74.50669,-43.74607,-24.416386,72.43462,36.22645,66.49429,-52.497875,-48.216087,-108.75487,83.24504,-37.78883,-88.5529,-10.694008,4.820571,-52.136147,21.089546,-63.529224,104.884315,6.9604163,82.92107,103.73678,109.34412,-38.638664,-47.758442,-69.64256,123.6158,-66.76736,120.06571,111.90975,27.793827,106.102646,-44.6024
201,10.515346,-6.06993,-3.1365955,10.360725,4.912765,9.382602,-7.6675215,-7.203847,-15.262941,11.668856,-5.431048,-12.581301,-1.4323884,1.0422958,-7.8321915,3.070183,-9.045419,14.729498,1.2185013,11.768221,14.558568,15.567533,-5.32829,-6.6446676,-9.735694,17.622562,-9.733803,17.250645,15.805147,4.4245996,15.100102,-6.4587297
202,6947.2954,-4081.1675,-2300.1157,6725.9404,3430.7886,6176.0493,-4875.792,-4421.568,-10138.837,7771.7524,-3461.5605,-8187.0024,-993.18604,440.74567,-4803.583,1934.7703,-5885.246,9749.291,646.46063,7722.3877,9693.248,10147.615,-3610.603,-4418.92,-6516.9253,11461.866,-6130.7373,11104.123,10391.412,2551.1853,9845.002,-4123.1826
203,4.4749236,-2.8591008,-0.5913466,4.773913,1.7113155,3.9840062,-2.825104,-2.9129767,-6.2029867,4.545205,-2.1553495,-5.7600718,-0.92548865,0.52939475,-3.3901553,1.798453,-3.599811,6.171515,0.40875426,4.3428698,5.7853694,6.8484716,-2.260826,-2.6539483,-3.6225514,7.608358,-4.7482367,7.053033,6.8594255,2.398582,6.5222025,-3.2293046
204,3.8349357,-2.9176037,0.44615212,3.9869924,2.0233502,2.42417,-1.5514009,-0.6403705,-4.616706,2.9510856,0.19085123,-3.4953125,-0.91294163,1.4792696,-2.4320095,1.6798506,-1.5469636,3.8054795,0.6808492,2.254977,4.4045587,5.2182913,-1.7121933,-0.33321017,-2.281364,4.9561706,-2.643777,3.3314674,4.8291802,2.929204,4.4026403,-2.983411
205,3.7989552,-3.0908551,0.8699765,3.987564,2.106007,2.1718557,-1.1249449,-0.05240505,-4.303651,2.560652,0.70729226,-3.3253064,-1.0357434,1.6322281,-2.271826,1.819279,-1.1442596,3.4830952,0.7078098,1.681467,4.1290216,5.0142555,-1.5607685,0.12009243,-1.9843493,4.549915,-2.5214634,2.6418717,4.6120863,3.2212186,4.0601707,-3.1451943
206,3.794698,-3.091216,0.8766775,3.9838881,2.105288,2.1654792,-1.1162968,-0.042329367,-4.2943726,2.5512652,0.7153666,-3.3201694,-1.0366882,1.6335322,-2.2673197,1.8199984,-1.1365577,3.4743912,0.7078657,1.6700541,4.1200027,5.0067577,-1.5561392,0.12710579,-1.9768645,4.538634,-2.517641,2.6280484,4.604491,3.223843,4.0508666,-3.1453633
207,3.8017526,-3.089953,0.86388874,3.9897926,2.1059127,2.1768548,-1.1322861,-0.061371177,-4.310832,2.567942,0.6999387,-3.3292549,-1.0345566,1.6311142,-2.2755957,1.8182824,-1.1508034,3.4897492,0.707899,1.6910694,4.135623,5.0201926,-1.5640724,0.113925174,-1.9900442,4.5587807,-2.5245247,2.653754,4.6179132,3.2186246,4.067561,-3.1447473
208,3.7998834,-3.0929518,0.87313783,3.9890666,2.1073031,2.171039,-1.1225317,-0.04858946,-4.3028665,2.558854,0.71088886,-3.3256316,-1.0369432,1.6336689,-2.271688,1.8208908,-1.1421136,3.4822774,0.7082342,1.6783683,4.1286516,5.0145693,-1.5601368,0.12300737,-1.9830854,4.5489492,-2.5218534,2.6384947,4.6123915,3.224376,4.0594344,-3.1475103
209,3.8220456,-3.1128488,0.88523215,4.014892,2.1229224,2.1811545,-1.1234895,-0.039001316,-4.322227,2.5690303,0.7241702,-3.3424067,-1.0465136,1.644016,-2.2821858,1.8345644,-1.1422095,3.4989033,0.7117991,1.6804187,4.15163,5.0390635,-1.5683624,0.13210633,-1.9928925,4.5713067,-2.5351944,2.6428213,4.6363974,3.2473698,4.0785136,-3.169189
210,3.7831872,-3.074285,0.8560524,3.9683464,2.0937583,2.1671622,-1.1291573,-0.06597463,-4.293166,2.5578506,0.69185466,-3.314284,-1.0272242,1.6229845,-2.2657087,1.8074812,-1.1485848,3.4744046,0.7048381,1.6864586,4.1154776,4.9982557,-1.5567453,0.10861409,-1.9807222,4.537873,-2.5123382,2.6460905,4.5965886,3.2006564,4.049741,-3.1270185
211,3.7603812,-3.054726,0.8457624,3.9417164,2.0780756,2.155029,-1.126006,-0.07250522,-4.271629,2.5452247,0.6812652,-3.2953784,-1.0180814,1.613541,-2.253654,1.7938671,-1.1458179,3.4547138,0.70153815,1.6812449,4.089907,4.9727015,-1.547442,0.10180143,-1.9688526,4.5120845,-2.4973376,2.637033,4.570185,3.1786497,4.028075,-3.1056843
212,3.7848027,-3.0855079,0.8780974,3.9732788,2.100153,2.1575797,-1.1094244,-0.037483286,-4.2815313,2.541132,0.7175746,-3.3111706,-1.0344751,1.6313846,-2.2607026,1.8163697,-1.1306893,3.4627972,0.7068376,1.660793,4.106322,4.9935923,-1.5501626,0.12970512,-1.9682951,4.5232673,-2.5106006,2.6161754,4.591464,3.2188735,4.038001,-3.1388626
213,3.795531,-3.0773928,0.8454034,3.980352,2.0979805,2.1814244,-1.1460721,-0.08374305,-4.314719,2.5777361,0.6786747,-3.3275762,-1.0271806,1.6225882,-2.2766445,1.8087895,-1.1635439,3.4943852,0.70550376,1.7089069,4.1371517,5.017516,-1.5670769,0.09683542,-1.9968592,4.564042,-2.5224917,2.6739314,4.6160083,3.2001405,4.0714736,-3.1310422
214,3.7977955,-3.096515,0.8839086,3.9883862,2.1089659,2.164415,-1.1112554,-0.03381687,-4.2937245,2.548378,0.72354746,-3.3216636,-1.0397556,1.636651,-2.2673116,1.8240265,-1.1321396,3.4738102,0.7086235,1.6637266,4.1207285,5.008154,-1.5555904,0.13350719,-1.9750803,4.537793,-2.5189602,2.621044,4.6062217,3.2311733,4.05021,-3.1508565
215,3.7953048,-3.0873623,0.8673167,3.9831738,2.1032605,2.1703687,-1.1253965,-0.054733016,-4.3008814,2.559385,0.7045001,-3.3225162,-1.0339202,1.630585,-2.2703252,1.8167617,-1.144633,3.4804864,0.70731354,1.6818959,4.125432,5.0106153,-1.5595102,0.11815657,-1.9829705,4.54657,-2.5191746,2.6419294,4.608276,3.2171016,4.057411,-3.141445
216,3.7941113,-3.0869842,0.8681513,3.9819882,2.1028266,2.1690965,-1.1239419,-0.053265978,-4.2989264,2.5576053,0.7055541,-3.321315,-1.0338471,1.6305716,-2.2693667,1.8165737,-1.143376,3.478705,0.70725787,1.6799648,4.123465,5.008812,-1.5585507,0.11912227,-1.9815239,4.5442157,-2.5182586,2.6395667,4.6065135,3.2170417,4.0554476,-3.1409926
217,3.8097577,-3.0941873,0.8619515,3.9982467,2.1100802,2.1837144,-1.1385212,-0.066223904,-4.3217473,2.577019,0.6972895,-3.3367221,-1.0360714,1.632321,-2.2810607,1.8208812,-1.1563066,3.4998543,0.7085081,1.6995655,4.147387,5.030671,-1.5693519,0.110998906,-1.9977143,4.571825,-2.5301821,2.6644235,4.628679,3.2217891,4.078383,-3.1492963
218,3.784809,-3.0808504,0.8680008,3.9718533,2.0975254,2.1624649,-1.1189092,-0.050803054,-4.287734,2.5493772,0.7057358,-3.3131912,-1.0313923,1.6278502,-2.2634797,1.8126421,-1.1391531,3.46878,0.7060472,1.6730816,4.1113563,4.996847,-1.5535586,0.12000879,-1.9744524,4.531016,-2.5119283,2.6305857,4.5947323,3.2110543,4.0443087,-3.134108
219,3.8074253,-3.10241,0.88314515,3.9987462,2.1140673,2.1716852,-1.1173623,-0.037662536,-4.3058286,2.5575318,0.7222163,-3.3302028,-1.0420599,1.6392043,-2.2736444,1.8277729,-1.1372217,3.4844909,0.709849,1.6719071,4.1335325,5.021031,-1.5610203,0.13172045,-1.9828393,4.552146,-2.5257115,2.6316376,4.6186867,3.236712,4.062316,-3.1576934
220,3.7957947,-3.0891576,0.87062216,3.9842594,2.1043854,2.1693034,-1.1226081,-0.0506939,-4.2994704,2.5572329,0.7081448,-3.3225677,-1.0350856,1.6316599,-2.269815,1.8182576,-1.1423165,3.479379,0.7075387,1.6783361,4.1245894,5.010086,-1.5587362,0.121081494,-1.9814684,4.545019,-2.5193698,2.638055,4.6080346,3.2198913,4.0560746,-3.1433372
